Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
725,20,M,3rd,3.83,Balanced,40,61,38,56,58,35,63,65,50,50,57,39,96,84,23.01,24.31,28.84,23.83,Visual
726,19,M,3rd,3.2,Balanced,29,57,66,51,55,34,70,67,52,89,73,56,81,98,21.84,20.22,26.99,30.95,Kinesthetic
727,24,F,3rd,3.7,Balanced,60,61,48,41,47,37,42,52,28,58,79,52,56,68,27.65,20.55,20.35,31.45,Kinesthetic
728,24,F,1st,2.73,Left,60,65,59,61,74,34,43,47,32,56,60,39,99,79,28.89,27.2,19.34,24.58,Visual
729,20,F,2nd,3.99,Right,35,54,40,68,57,53,59,61,27,62,67,48,67,69,20.68,27.72,23.55,28.05,Kinesthetic
730,23,M,1st,2.72,Left,69,78,45,59,68,60,80,74,49,55,69,58,96,67,25.34,24.37,26.46,23.83,Read/Write
731,18,F,3rd,2.89,Balanced,67,56,53,53,65,39,61,76,60,38,62,49,99,31,25.44,23.34,29.05,22.17,Read/Write
732,20,F,2nd,3.87,Right,56,66,36,42,64,33,24,47,42,68,79,42,78,71,26.3,23.43,18.8,31.47,Kinesthetic
733,23,M,3rd,2.7,Left,71,69,41,55,70,56,51,76,70,79,67,52,50,39,23.97,24.01,26.13,25.89,Read/Write
734,23,M,3rd,2.24,Right,68,75,56,54,41,35,51,63,52,72,55,28,77,61,30.77,19.73,25.69,23.81,Visual
735,25,M,3rd,3.15,Right,63,65,37,70,69,47,64,61,52,41,52,36,64,91,25.25,28.27,26.69,19.79,Aural
736,24,F,3rd,2.99,Balanced,66,80,64,69,60,51,58,76,45,64,74,50,95,54,27.72,23.43,23.94,24.91,Visual
737,21,F,4th,2.79,Right,72,67,41,56,69,71,63,51,31,72,63,43,95,77,25.86,27.99,20.71,25.44,Aural
738,25,M,1st,3.39,Right,54,73,54,54,58,44,47,74,44,49,58,29,75,41,28.3,24.16,26.14,21.41,Visual
739,22,F,2nd,3.27,Balanced,45,61,48,61,68,53,59,61,56,65,65,56,72,87,22.26,26.14,25.07,26.52,Kinesthetic
740,23,F,3rd,2.28,Balanced,58,79,46,53,47,33,71,71,54,57,57,51,88,44,27.48,19.52,28.84,24.16,Read/Write
741,21,M,2nd,3.93,Balanced,67,62,63,56,57,47,79,66,55,51,68,62,96,52,26.02,21.9,27.16,24.92,Read/Write
742,18,F,2nd,3.89,Left,55,68,71,55,57,40,59,72,57,57,59,40,56,90,27.94,22.06,27.34,22.66,Visual
743,22,M,1st,2.71,Balanced,57,74,35,76,83,72,60,68,54,40,45,30,100,55,24.32,32.99,26.11,16.58,Aural
744,24,F,2nd,2.36,Balanced,59,76,51,72,75,49,59,77,41,41,60,41,66,79,26.52,27.73,25.43,20.33,Aural
745,22,M,2nd,3.79,Left,47,56,39,46,43,47,66,77,49,61,72,44,61,67,22.02,20.6,29.83,27.55,Read/Write
746,23,F,1st,2.12,Balanced,60,63,35,79,82,53,37,57,44,42,58,26,69,100,24.77,33.39,21.73,20.11,Aural
747,20,F,4th,2.43,Left,51,45,38,65,78,65,49,55,31,60,60,41,98,61,20.77,32.62,21.38,25.23,Aural
748,21,M,1st,3.4,Right,58,68,53,69,58,25,36,48,35,75,67,58,99,94,27.61,23.46,18.48,30.44,Kinesthetic
749,22,M,4th,2.67,Right,50,67,69,59,67,48,49,55,46,73,76,51,90,90,26.1,24.59,21.09,28.23,Kinesthetic
750,22,F,1st,2.39,Right,57,55,48,55,71,55,56,61,49,45,52,43,88,89,24.54,28.17,25.64,21.65,Aural
751,18,M,4th,3.58,Balanced,32,44,49,60,72,43,54,52,54,56,77,71,78,87,18.73,26.69,23.78,30.8,Kinesthetic
752,20,M,4th,3.74,Balanced,52,61,56,35,65,44,61,64,37,66,66,70,100,51,24.84,21.73,24.05,29.38,Kinesthetic
753,23,F,4th,3.2,Left,55,61,34,63,58,40,32,55,37,65,79,75,69,37,23.07,24.42,19.28,33.23,Kinesthetic
754,23,F,2nd,2.35,Right,59,73,67,46,70,62,52,72,62,64,70,53,59,45,26.43,23.83,24.85,24.89,Visual
755,19,M,1st,2.96,Left,66,63,41,46,70,58,37,65,55,42,49,55,57,98,26.19,27.06,24.5,22.26,Aural
756,23,M,3rd,3.85,Right,60,66,60,31,60,42,51,72,74,76,80,59,64,61,25.25,18.58,26.83,29.34,Kinesthetic
757,19,F,1st,2.61,Balanced,55,58,56,32,50,43,59,69,45,38,58,31,68,34,28.01,21.07,29.15,21.76,Read/Write
758,25,M,3rd,2.93,Left,36,67,33,69,82,48,50,63,38,39,55,21,78,53,22.95,32.8,24.93,19.32,Aural
759,21,M,3rd,2.16,Right,71,76,59,64,57,50,31,51,23,43,64,55,93,54,31.83,26.15,16.79,25.23,Visual
760,25,M,4th,3.31,Balanced,68,62,58,47,67,34,64,70,55,47,73,50,80,92,26.56,21.68,27.03,24.73,Read/Write
761,22,M,1st,3.91,Right,66,52,36,54,58,37,39,65,38,41,66,33,57,35,25.75,25.3,24.6,24.35,Visual
762,18,M,4th,2.71,Left,51,70,43,48,54,47,71,76,67,41,46,29,85,67,25.84,23.03,33.01,18.11,Visual
763,21,F,2nd,3.06,Balanced,52,57,42,62,73,63,54,63,45,46,73,45,64,76,22.26,29.11,23.96,24.66,Aural
764,25,M,2nd,3.43,Right,69,62,52,73,74,60,62,41,36,44,54,42,88,31,27.3,31.05,20.46,21.18,Aural
765,24,F,3rd,3.26,Left,65,62,47,65,72,44,66,86,70,35,54,56,68,70,23.93,25.2,30.82,20.04,Read/Write
766,24,F,4th,3.15,Balanced,47,48,51,50,50,32,69,78,44,53,61,53,57,93,22.66,20.79,30.35,26.2,Read/Write
767,23,F,3rd,3.68,Balanced,64,62,53,56,75,67,61,65,46,40,51,48,79,99,25.85,28.87,25.08,20.2,Aural
768,23,F,4th,2.31,Balanced,49,56,47,31,52,41,68,63,45,54,57,52,75,31,24.7,20.45,28.51,26.34,Read/Write
769,20,F,2nd,3.97,Left,69,70,50,40,51,39,48,78,49,70,80,61,72,85,26.61,18.42,25.19,29.78,Kinesthetic
770,23,F,3rd,2.49,Right,70,69,61,26,59,41,35,57,34,41,58,50,51,90,32.7,21.36,21.26,24.68,Visual
771,19,M,4th,3.33,Left,48,58,46,39,60,66,89,79,61,43,54,39,63,94,22.38,24.16,33.35,20.11,Read/Write
772,23,F,2nd,2.99,Left,68,56,58,54,65,58,54,65,79,45,50,35,54,89,26.21,25.95,28.69,19.16,Read/Write
773,18,F,1st,3.69,Right,60,73,61,68,74,69,44,45,36,65,70,57,86,74,26.98,29.12,17.3,26.61,Aural
774,22,F,3rd,2.85,Balanced,54,69,41,53,54,51,38,58,42,67,59,78,89,52,25.13,23.66,21.15,30.06,Kinesthetic
775,19,F,1st,2.87,Left,37,51,55,67,85,60,61,76,56,31,53,36,53,98,21.15,31.78,28.87,18.2,Aural
776,19,M,1st,3.76,Right,48,71,35,58,59,49,76,75,64,49,59,48,71,47,22.81,23.83,30.81,22.55,Read/Write
777,18,F,3rd,2.07,Right,64,62,58,42,50,48,67,72,59,52,73,56,83,49,25.95,19.86,28.15,26.04,Read/Write
778,22,M,1st,3.22,Left,42,41,36,51,61,25,48,56,62,50,53,43,73,32,20.78,24.65,28.93,25.64,Read/Write
779,24,M,3rd,3.63,Balanced,60,75,62,59,82,51,58,62,55,71,58,47,86,98,26.67,26.35,23.51,23.47,Visual
780,21,F,2nd,3.08,Balanced,73,74,65,36,58,19,44,60,29,36,49,48,52,75,35.25,19.71,22.79,22.24,Visual
781,20,M,4th,2.37,Right,82,81,74,62,68,30,45,57,55,54,52,45,56,89,33.38,23.09,22.25,21.28,Visual
782,22,M,1st,3.96,Left,48,53,40,48,65,51,50,48,30,51,70,45,96,89,23.41,27.4,21.25,27.94,Kinesthetic
783,21,F,3rd,2.65,Left,59,77,60,41,58,37,56,60,45,88,78,55,82,92,27.54,19.3,22.48,30.68,Kinesthetic
784,21,M,3rd,3.36,Balanced,35,51,42,51,67,53,48,52,50,61,63,66,87,61,20.23,26.98,23.35,29.44,Kinesthetic
785,24,M,3rd,2.92,Balanced,52,74,50,57,52,28,63,64,51,56,54,62,62,87,26.96,20.73,26.78,25.53,Visual
786,25,M,1st,2.81,Left,59,69,49,68,64,44,45,58,37,54,64,35,99,91,27.36,26.99,21.8,23.85,Visual
787,18,F,1st,2.02,Right,68,66,51,69,79,55,53,55,46,58,57,70,94,38,25.47,28.22,21.21,25.1,Aural
788,19,F,3rd,3.24,Right,59,66,38,64,81,47,39,50,29,57,73,69,63,80,24.28,28.74,17.67,29.31,Kinesthetic
789,19,M,1st,3.12,Balanced,51,58,59,70,81,58,44,51,33,53,61,52,52,59,24.82,31.27,19.21,24.69,Aural
790,24,F,4th,2.51,Right,83,82,54,61,77,60,36,58,53,62,66,48,97,55,29.52,26.81,19.94,23.73,Visual
791,22,M,4th,2.78,Left,36,48,44,81,69,60,42,44,12,88,82,65,98,54,19.15,30.98,14.98,34.88,Kinesthetic
792,22,F,1st,3.96,Left,43,49,35,32,68,64,31,52,28,81,76,52,63,37,20.69,26.95,18.53,33.83,Kinesthetic
793,20,M,1st,3.55,Right,41,60,30,53,86,71,49,64,41,50,71,69,94,60,19.39,30.65,22.52,27.44,Aural
794,19,F,4th,2.64,Balanced,38,63,49,45,52,35,74,72,61,72,65,49,84,74,22.53,19.68,30.43,27.36,Read/Write
795,18,F,3rd,2.13,Left,61,55,56,43,57,63,51,70,57,56,56,33,99,56,25.81,24.68,27.31,22.2,Read/Write
796,23,F,3rd,3.53,Right,51,54,40,55,48,36,53,81,31,54,73,53,85,67,22.82,21.7,26.88,28.6,Kinesthetic
797,20,M,4th,2.48,Left,44,67,50,48,79,60,58,88,57,72,81,56,71,38,21.19,24.66,26.86,27.28,Kinesthetic
798,18,F,4th,2.13,Right,47,57,45,44,59,23,38,54,46,34,56,46,96,43,26.91,23.33,24.99,24.77,Visual
799,21,F,2nd,3.29,Balanced,46,71,51,61,72,55,55,80,38,47,63,38,90,44,24.82,27.45,25.85,21.88,Aural
800,23,M,2nd,3.14,Balanced,37,53,44,72,75,59,76,68,54,42,52,55,68,35,19.71,30.01,28.67,21.61,Aural
801,19,F,4th,2.94,Balanced,39,52,48,62,66,64,56,47,46,42,48,53,64,64,22.53,30.84,23.73,22.91,Aural
802,23,M,3rd,2.2,Left,50,67,59,33,46,32,51,67,60,46,56,23,69,71,29.66,18.89,29.96,21.49,Read/Write
803,18,F,1st,3.16,Balanced,65,72,24,61,52,32,61,78,26,54,78,59,91,85,24.49,21.49,25.29,28.73,Kinesthetic
804,25,F,3rd,2.61,Left,70,78,67,48,60,52,60,77,58,50,51,33,85,98,30.4,22.71,27.84,19.05,Visual
805,20,M,4th,3.45,Right,54,66,50,45,48,35,62,67,69,39,53,52,56,64,26.74,20.06,30.69,22.52,Read/Write
806,21,M,2nd,3.79,Balanced,60,61,36,41,52,46,54,78,60,39,58,82,73,34,23.64,20.84,29.07,26.44,Visual
807,22,F,3rd,3.6,Left,70,69,47,66,78,50,50,66,51,73,74,51,64,48,24.86,26.17,22.48,26.49,Visual
808,21,F,1st,3,Left,56,64,45,51,45,26,44,63,38,66,62,36,50,39,27.65,20.33,24.63,27.4,Visual
809,25,M,1st,3.42,Right,61,72,49,56,46,39,59,77,54,71,77,52,93,42,25.63,19.45,26.84,28.08,Kinesthetic
810,21,M,4th,2.66,Right,37,56,48,35,55,41,70,83,45,28,52,35,62,62,23.94,22.39,33.83,19.84,Visual
811,21,F,1st,3.23,Balanced,64,77,59,30,50,47,48,48,37,66,56,41,74,87,32.24,20.52,21.29,25.95,Visual
812,24,M,2nd,2.68,Right,42,50,38,68,70,79,67,62,41,54,69,48,60,55,19.01,31.14,24.71,25.14,Aural
813,19,M,1st,3.96,Left,59,54,30,50,48,53,39,48,33,40,57,35,86,42,26.18,27.15,22.11,24.55,Aural
814,19,F,1st,3.78,Left,46,61,72,61,78,40,36,60,37,52,49,36,87,59,28.05,28.85,21.53,21.58,Visual
815,23,M,2nd,3.1,Left,39,45,50,67,71,68,26,56,44,30,50,33,55,78,22.82,35.17,22.15,19.86,Aural
816,23,M,1st,2.01,Right,42,67,58,47,67,48,56,67,65,58,60,39,70,73,24.88,24.22,27.64,23.26,Read/Write
817,25,M,1st,3.5,Right,67,67,60,36,47,28,48,54,43,36,63,35,63,58,32.73,19.16,24.66,23.45,Visual
818,25,F,4th,3.72,Balanced,70,55,46,71,68,39,54,53,60,59,86,41,61,36,23.99,25.42,23.4,27.2,Kinesthetic
819,24,F,4th,3.84,Right,56,51,44,37,43,30,68,67,50,47,59,42,100,96,25.17,18.63,31.07,25.12,Read/Write
820,19,F,2nd,3.41,Right,63,60,42,33,44,57,29,52,40,49,38,34,68,76,30.54,24.55,22.84,22.07,Visual
821,18,M,4th,3.97,Right,43,66,41,36,50,45,46,57,40,55,76,52,81,74,24.93,21.4,23.48,30.19,Kinesthetic
822,18,M,1st,3.31,Balanced,54,81,38,52,59,47,66,49,32,44,57,39,57,50,28.57,25.38,23.33,22.71,Visual
823,22,F,3rd,2.39,Right,52,65,56,62,52,53,59,85,65,67,76,57,97,68,23.13,21.9,28.2,26.77,Read/Write
824,25,F,1st,2.43,Right,46,52,38,38,49,44,43,58,49,47,83,56,63,78,22.43,21.55,24.77,31.25,Kinesthetic
825,23,M,3rd,3.36,Right,28,59,71,76,74,69,67,58,52,59,74,51,61,38,21.5,29.49,23.76,25.25,Aural
826,19,F,2nd,2.9,Right,46,54,32,73,63,52,81,84,46,51,55,51,91,77,19.4,27.03,30.91,22.67,Read/Write
827,22,F,1st,2.07,Left,24,46,39,21,55,38,50,53,43,41,60,44,54,73,21.24,22.61,27.96,28.19,Kinesthetic
828,18,M,2nd,3.68,Left,61,56,42,59,77,57,63,65,48,43,54,54,88,72,23.29,28.66,25.91,22.15,Aural
829,20,M,2nd,3.46,Right,51,60,43,67,78,55,54,54,49,43,51,56,56,44,23.45,30.46,23.58,22.51,Aural
830,20,M,4th,3.3,Right,73,67,54,40,55,69,55,52,36,44,54,36,92,73,30.43,25.64,22.55,21.38,Visual
831,21,M,4th,3.8,Right,88,74,63,60,54,30,51,57,61,41,61,38,64,49,32.85,21.32,24.74,21.1,Visual
832,25,M,4th,3.15,Right,41,49,55,61,76,54,55,60,39,71,61,30,56,56,21.98,29.47,23.71,24.84,Aural
833,21,F,4th,3.84,Left,44,60,53,46,73,51,77,85,51,47,55,43,68,77,22.81,25.04,31.1,21.05,Read/Write
834,22,M,2nd,3.53,Right,62,73,54,71,76,63,50,83,72,53,48,39,69,89,25.48,28.11,27.79,18.63,Aural
835,22,M,1st,2.35,Left,70,77,57,44,57,33,53,68,48,77,72,84,81,94,27.63,18.4,23.06,30.91,Kinesthetic
836,22,F,1st,2.09,Left,31,48,33,56,56,40,75,70,49,42,74,51,65,58,18.09,24.12,30.71,27.08,Read/Write
837,20,F,3rd,2.62,Balanced,64,77,51,57,67,44,76,76,61,70,70,57,57,80,25.12,21.96,27.5,25.42,Read/Write
838,24,F,1st,3.19,Left,52,58,37,52,60,44,66,79,55,60,79,62,100,54,20.9,22.11,28.43,28.56,Kinesthetic
839,18,M,2nd,2.95,Left,62,71,49,65,66,60,36,47,42,62,44,52,90,61,28.1,29.1,19.22,23.59,Aural
840,18,M,4th,2.5,Right,81,76,52,64,66,68,63,79,50,44,50,54,81,65,27.99,26.27,26.07,19.67,Visual
841,19,M,3rd,3.84,Right,57,47,25,40,48,47,60,72,44,57,59,36,56,98,21.68,22.63,29.97,25.72,Visual
842,22,F,1st,3.75,Left,50,60,54,57,72,46,47,72,58,68,75,51,73,94,22.91,24.78,25.03,27.27,Kinesthetic
843,19,F,3rd,2.13,Left,63,67,64,62,78,66,67,66,40,53,61,42,97,82,26.39,28.3,23.79,21.51,Visual
844,18,M,1st,3.86,Left,38,51,42,66,69,51,54,70,33,36,54,46,100,48,21.41,30.23,26.08,22.28,Aural
845,21,M,3rd,2.26,Right,68,58,68,52,65,64,72,68,57,55,50,39,51,77,26.79,25.45,27.58,20.18,Visual
846,21,M,2nd,3.81,Right,56,51,27,66,73,54,70,69,66,68,83,63,95,70,18.02,25.93,27.21,28.84,Kinesthetic
847,25,M,4th,2.37,Left,41,51,27,56,67,24,59,67,44,38,68,64,75,99,19.7,24.53,27.86,27.91,Kinesthetic
848,21,M,3rd,2.9,Right,67,79,50,61,62,37,50,54,43,53,68,51,100,87,29.15,23.69,21.63,25.52,Visual
849,18,F,3rd,3.27,Left,60,84,50,48,77,47,62,56,35,67,75,63,79,50,27.03,24.07,20.9,28,Kinesthetic
850,19,M,2nd,3.58,Left,76,73,25,42,54,48,69,55,33,60,57,40,50,77,27.87,22.76,24.64,24.73,Visual
851,22,M,2nd,3.67,Left,62,61,29,80,56,68,60,71,63,45,57,37,77,62,22.36,28.89,28.24,20.5,Aural
852,22,M,2nd,3.43,Right,62,65,46,68,77,53,44,59,35,62,80,35,61,45,24.97,28.69,20.22,26.12,Aural
853,22,M,3rd,3.63,Balanced,49,64,44,56,49,27,69,81,81,40,58,63,87,94,23.31,19.39,33.73,23.57,Read/Write
854,24,M,2nd,2.07,Balanced,58,57,33,34,55,48,43,60,43,67,53,38,64,64,25.15,23.39,25,26.46,Kinesthetic
855,19,M,1st,2.82,Left,51,74,57,73,70,60,35,50,25,57,65,57,92,79,27.18,29.77,16.66,26.39,Aural
856,18,F,1st,3.33,Left,69,66,85,61,76,52,62,72,40,78,64,48,92,33,27.96,24.76,22.87,24.41,Visual
857,20,F,4th,2.43,Left,59,73,43,76,76,53,34,58,37,46,53,41,53,37,27.1,31.31,20.16,21.43,Visual
858,21,F,4th,3.43,Right,49,78,71,72,72,60,53,73,54,68,56,34,74,31,26.89,27.37,24.53,21.21,Aural
859,18,F,1st,3.8,Balanced,69,69,54,47,72,60,61,54,38,54,68,46,82,81,27.58,26.04,21.93,24.45,Visual
860,18,F,4th,2.28,Balanced,58,61,37,58,55,47,51,63,49,78,86,60,86,50,22.28,22.54,23.25,31.93,Kinesthetic
861,21,F,1st,2.23,Left,48,51,47,67,71,61,70,70,58,67,66,59,78,84,19.85,27.12,26.96,26.07,Visual
862,22,M,1st,2.74,Balanced,45,51,34,59,67,36,60,73,55,36,54,44,98,76,21.13,26.5,30.52,21.85,Read/Write
863,19,F,3rd,3.4,Balanced,59,69,52,34,48,37,52,52,50,53,84,47,83,65,28.14,18.72,23.75,29.39,Kinesthetic
864,18,F,3rd,2.09,Right,72,67,47,40,57,27,39,58,57,58,62,52,72,40,29.04,19.93,24.16,26.86,Visual
865,22,M,1st,3.6,Balanced,54,63,57,53,80,63,78,76,61,56,89,55,99,46,21.97,25.08,27.07,25.87,Read/Write
866,23,M,1st,2.98,Left,50,46,44,62,77,42,36,58,55,65,56,51,57,44,21.54,28.66,23.35,26.44,Aural
867,22,F,1st,2.33,Balanced,52,73,56,71,80,62,70,64,45,45,65,46,79,32,24.95,29.12,24.34,21.59,Aural
868,20,M,4th,3.61,Left,54,56,38,36,69,51,63,50,33,57,56,46,60,58,24.3,26.09,23.71,25.9,Aural
869,22,M,4th,2.74,Balanced,41,53,57,66,64,57,62,60,57,51,58,30,66,90,22.97,28.37,27.1,21.56,Aural
870,20,F,4th,2.02,Left,52,61,66,69,63,40,47,70,53,35,47,10,68,96,28.75,27.84,27.88,15.53,Visual
871,18,F,4th,3.09,Balanced,64,63,39,44,63,49,41,51,63,25,54,46,83,44,27.54,26.07,25.33,21.06,Visual
872,24,M,2nd,2.22,Right,34,53,24,57,61,50,62,59,47,63,69,30,100,42,18.66,27.31,27.21,26.82,Aural
873,19,M,4th,3.49,Balanced,59,75,41,54,79,51,61,52,46,53,66,51,97,89,25.68,27.01,22.65,24.66,Aural
874,24,F,3rd,2.96,Right,50,56,57,47,50,30,65,82,56,42,45,30,99,67,26.42,20.89,33.49,19.2,Read/Write
875,24,F,1st,3.93,Left,44,72,53,64,72,66,40,58,40,66,54,21,85,45,26.25,30.73,21.4,21.62,Aural
876,21,M,2nd,3.91,Left,54,64,44,60,78,57,63,75,52,61,63,31,63,45,23.05,27.79,27.03,22.13,Aural
877,25,M,4th,3.13,Balanced,62,76,63,61,42,37,66,60,62,59,72,48,62,72,28.6,19.46,26.28,25.65,Visual
878,23,F,2nd,3.95,Balanced,50,61,53,31,47,42,64,80,39,58,67,28,76,99,26.15,19.24,29.74,24.87,Read/Write
879,22,F,4th,3.18,Balanced,74,62,46,54,75,47,64,79,42,31,61,47,84,35,26.17,25.96,27.29,20.58,Read/Write
880,20,M,1st,2.77,Balanced,65,68,44,48,74,62,37,53,39,61,71,48,78,43,26.32,27.5,19.33,26.85,Visual
881,24,M,2nd,3.57,Left,55,72,38,73,82,65,59,76,79,59,60,63,90,69,21.53,28.18,27.27,23.02,Aural
882,24,M,4th,2.66,Balanced,39,59,29,64,53,48,60,69,60,49,74,55,61,53,19.71,24.55,28.49,27.24,Read/Write
883,18,M,4th,2.74,Left,61,65,65,56,83,47,51,51,55,57,62,59,59,42,26.62,26.74,21.78,24.86,Aural
884,23,M,4th,3.51,Right,64,54,37,53,62,45,81,79,68,71,58,39,95,39,21.75,22.72,31.98,23.55,Read/Write
885,23,F,3rd,2.86,Balanced,52,50,34,67,74,53,60,57,54,45,51,31,67,87,21.64,31,26.94,20.42,Aural
886,19,F,2nd,2.7,Left,55,59,31,63,69,63,81,76,59,84,63,48,65,65,19.6,25.95,28.73,25.71,Read/Write
887,25,M,1st,3.84,Balanced,48,71,46,63,68,61,57,62,32,55,48,42,86,52,25.63,29.17,23.32,21.88,Aural
888,18,M,4th,2.11,Left,45,70,63,31,60,51,51,42,29,61,77,45,99,99,28.44,22.88,19.21,29.47,Kinesthetic
889,22,F,4th,3.73,Balanced,77,81,60,53,55,54,64,70,48,60,74,58,72,85,28.91,21.28,24.23,25.57,Visual
890,20,F,3rd,3.17,Right,46,54,23,45,62,41,49,79,52,71,66,38,67,73,19.78,23.66,28.94,27.63,Read/Write
891,23,F,1st,2.68,Right,43,73,42,66,65,55,67,85,59,52,43,41,51,72,23.39,26.64,30.7,19.28,Read/Write
892,24,F,3rd,3.02,Balanced,72,84,54,47,57,47,52,58,46,56,59,47,69,42,31.11,22.22,22.92,23.75,Visual
893,23,F,2nd,3.4,Right,23,50,38,59,46,38,40,51,29,63,65,58,98,65,20.24,25.11,21.72,32.93,Kinesthetic
894,22,F,3rd,2.53,Left,49,69,54,64,77,58,57,82,56,48,55,28,75,40,24.64,28.39,28.1,18.87,Aural
895,19,M,4th,2.97,Right,71,84,59,83,65,45,44,44,46,44,51,40,56,56,31.95,28.35,19.63,20.07,Visual
896,25,F,4th,2.85,Right,52,55,30,58,71,57,61,70,33,47,56,34,83,86,21.94,29.61,26.46,21.99,Aural
897,18,F,4th,3.79,Balanced,51,56,38,30,57,19,63,70,77,64,69,72,86,91,21.82,16.67,31.11,30.4,Read/Write
898,21,M,3rd,2.71,Balanced,45,64,64,47,59,56,55,71,57,54,55,40,76,92,25.91,24.22,27.56,22.31,Read/Write
899,19,M,3rd,2.23,Right,52,60,25,70,72,62,41,52,34,60,59,27,66,81,22.59,32.81,20.77,23.84,Aural
900,24,M,1st,3.56,Balanced,46,71,45,69,69,52,65,55,59,37,82,81,82,72,22.55,25.87,23.97,27.61,Kinesthetic
901,25,F,2nd,3.98,Left,66,71,59,75,76,70,38,59,34,44,72,56,92,67,27.03,30.31,18.54,24.12,Aural
902,24,M,2nd,3.32,Left,54,73,61,70,64,41,86,74,57,56,73,49,83,75,24.9,23.03,28.34,23.73,Read/Write
903,25,F,2nd,2.87,Left,74,84,55,69,70,27,72,62,59,76,73,81,75,90,26.83,21.08,23.78,28.31,Kinesthetic
904,19,F,4th,2.68,Balanced,50,57,31,45,46,37,54,74,47,43,70,47,83,31,22.98,20.98,29.22,26.83,Read/Write
905,19,M,4th,2.11,Balanced,50,54,40,44,74,38,64,78,47,63,82,60,52,40,20.51,22.87,27.22,29.41,Kinesthetic
906,19,F,1st,3.16,Right,69,87,41,38,45,48,58,60,33,46,80,59,97,53,29.95,19.35,22.66,28.05,Visual
907,18,F,4th,2.24,Left,59,73,64,78,75,64,57,61,60,52,60,51,98,45,26.12,28.68,23.51,21.69,Aural
908,21,F,4th,3,Left,54,74,70,48,68,52,47,57,66,78,79,53,92,84,26.55,22.73,22.54,28.18,Kinesthetic
909,23,F,3rd,2.51,Balanced,43,57,52,69,84,62,54,68,54,83,72,55,87,55,20.2,28.7,23.46,27.64,Aural
910,24,M,4th,2.17,Right,42,51,34,46,65,52,62,72,67,75,76,53,97,53,18.39,23.58,28.74,29.29,Kinesthetic
911,22,F,4th,3.95,Right,50,57,40,49,69,57,55,69,43,58,48,48,66,46,22.93,27.35,26.24,23.48,Visual
912,23,M,1st,2.18,Left,81,75,55,42,50,23,70,74,45,80,82,62,66,73,28.34,15.81,25.66,30.18,Kinesthetic
913,19,M,3rd,2.91,Left,40,69,50,45,58,38,74,58,37,63,44,43,79,51,26.17,23.06,27.09,23.68,Read/Write
914,19,F,2nd,3.37,Left,52,52,30,55,57,51,49,73,43,51,66,58,88,93,21.03,25.29,26.31,27.37,Kinesthetic
915,19,M,3rd,2.65,Right,74,75,50,42,41,53,72,73,63,48,52,49,59,30,29,19.38,30.08,21.54,Read/Write
916,20,M,4th,3.74,Left,77,72,29,43,58,33,59,71,36,51,65,49,51,70,27.61,20.96,25.92,25.51,Visual
917,23,F,2nd,3.95,Left,75,65,21,49,66,53,50,62,52,37,59,59,54,73,24.95,25.96,25.23,23.86,Aural
918,20,M,3rd,2.7,Balanced,72,58,58,66,73,71,54,58,40,47,58,59,80,46,26.04,29.43,21.52,23.02,Visual
919,25,F,3rd,2.14,Left,80,72,49,65,65,56,67,62,55,62,75,56,97,66,26.31,24.28,23.93,25.49,Visual
920,21,M,2nd,2.86,Left,46,54,46,79,74,61,34,46,50,63,80,54,71,52,21.25,30.93,18.83,28.98,Aural
921,22,M,4th,2.39,Left,66,54,38,43,59,47,43,53,47,81,69,50,96,44,24.16,23.16,22.06,30.62,Kinesthetic
922,19,F,2nd,3,Balanced,64,70,44,53,58,52,52,67,39,71,72,63,79,74,25.36,22.96,22.71,28.97,Kinesthetic
923,20,M,2nd,3,Balanced,62,71,60,51,65,45,33,57,52,69,79,62,81,73,27.2,22.93,20.21,29.67,Kinesthetic
924,18,F,1st,3.48,Right,57,65,41,63,63,36,56,83,58,64,73,75,89,68,22.28,22.08,27.11,28.52,Kinesthetic
925,19,F,2nd,2.38,Balanced,45,48,47,56,52,48,55,55,38,53,56,41,87,42,23.48,26.09,25.04,25.39,Aural
926,23,M,4th,3.11,Balanced,60,66,47,57,58,43,49,57,39,67,72,38,100,34,26.45,24.05,22.24,27.26,Kinesthetic
927,21,M,3rd,3.22,Balanced,65,65,43,57,73,55,60,80,59,55,68,47,55,36,23.67,25.46,27.44,23.43,Read/Write
928,18,M,3rd,2.99,Balanced,52,81,49,56,61,24,57,70,53,61,54,47,70,56,27.73,21.41,26.98,23.88,Visual
929,25,F,1st,2.53,Right,67,70,47,96,77,65,60,71,40,46,64,45,99,98,24.62,31.31,23.12,20.94,Aural
930,23,M,1st,2.49,Right,72,68,49,75,74,51,60,70,44,60,62,47,99,75,25.71,27.29,23.97,23.04,Aural
931,21,F,3rd,3.86,Balanced,46,68,49,46,49,48,43,50,45,54,70,47,69,93,26.75,22.96,22.29,28,Kinesthetic
